Molecule,mpC
CMP013238,116
CMP013239,129
CMP013240,-127
CMP013241,-115
CMP013242,-109
CMP013243,-88
CMP013244,-84
CMP013245,-78
CMP013246,-46
CMP013247,-8
CMP013248,-5
CMP013249,50
CMP013250,-93
CMP013251,-50
CMP013252,291
CMP013253,-145
CMP013254,-140
CMP013255,-116
CMP013256,-113
CMP013257,-104
CMP013258,-102
CMP013259,-90
CMP013260,-58
CMP013261,1
CMP013262,3
CMP013263,16
CMP013264,25
CMP013265,-131
CMP013266,-131
CMP013267,-123
CMP013268,-95
CMP013269,-25
CMP013270,-6
CMP013271,-29
CMP013272,41
CMP013273,-131
CMP013274,-129
CMP013275,-124
CMP013276,-124
CMP013277,-120
CMP013278,-118
CMP013279,-118
CMP013280,-117
CMP013281,-115
CMP013282,-108
CMP013283,-93
CMP013284,-90
CMP013285,-81
CMP013286,-80
CMP013287,-75
CMP013288,-53
CMP013289,-50
CMP013290,-80
CMP013291,-142
CMP013292,-141
CMP013293,-138
CMP013294,-137
CMP013295,-137
CMP013296,-135
CMP013297,-134
CMP013298,-134
CMP013299,-134
CMP013300,-134
CMP013301,-130
CMP013302,-130
CMP013303,-129
CMP013304,-128
CMP013305,-127
CMP013306,-127
CMP013307,-126
CMP013308,-124
CMP013309,-124
CMP013310,-124
CMP013311,-119
CMP013312,-119
CMP013313,-118
CMP013314,-118
CMP013315,-115
CMP013316,-114
CMP013317,-110
CMP013318,-109
CMP013319,-103
CMP013320,-97
CMP013321,-70
CMP013322,-54
CMP013323,-53
CMP013324,-47
CMP013325,-36
CMP013326,-8
CMP013327,-17
CMP013328,-13
CMP013329,-134
CMP013330,-124
CMP013331,-119
CMP013332,-119
CMP013333,-118
CMP013334,-92
CMP013335,-91
CMP013336,-84
CMP013337,-71
CMP013338,-56
CMP013339,-56
CMP013340,-52
CMP013341,-52
CMP013342,-48
CMP013343,-25
CMP013344,-23
CMP013345,21
CMP013346,37
CMP013347,-115
CMP013348,-63
CMP013349,-23
CMP013350,-122
CMP013351,-103
CMP013352,-102
CMP013353,-95
CMP013354,-94
CMP013355,-86
CMP013356,-73
CMP013357,-73
CMP013358,-45
CMP013359,-34
CMP013360,-30
CMP013361,-24
CMP013362,-10
CMP013363,5
CMP013364,36
CMP013365,-13
CMP013366,35
CMP013367,-117
CMP013368,-112
CMP013369,-111
CMP013370,-104
CMP013371,-98
CMP013372,-76
CMP013373,-67
CMP013374,-31
CMP013375,-27
CMP013376,126
CMP013377,-137
CMP013378,-105
CMP013379,-99
CMP013380,-95
CMP013381,-74
CMP013382,-48
CMP013383,-26
CMP013384,-25
CMP013385,-20
CMP013386,13
CMP013387,-57
CMP013388,-30
CMP013389,-24
CMP013390,10
CMP013391,44
CMP013392,-119
CMP013393,-119
CMP013394,-69
CMP013395,-53
CMP013396,-37
CMP013397,-15
CMP013398,2
CMP013399,12
CMP013400,31
CMP013401,35
CMP013402,65
CMP013403,101
CMP013404,114
CMP013405,142
CMP013406,11
CMP013407,125
CMP013408,176
CMP013409,189
CMP013410,-110
CMP013411,-104
CMP013412,-103
CMP013413,-84
CMP013414,-79
CMP013415,-74
CMP013416,-16
CMP013417,13
CMP013418,105
CMP013419,110
CMP013420,175
CMP013421,-63
CMP013422,-144
CMP013423,-142
CMP013424,-137
CMP013425,-119
CMP013426,-117
CMP013427,-115
CMP013428,-113
CMP013429,-111
CMP013430,-111
CMP013431,-110
CMP013432,-106
CMP013433,-106
CMP013434,-102
CMP013435,-100
CMP013436,-100
CMP013437,-100
CMP013438,-94
CMP013439,-93
CMP013440,-90
CMP013441,-90
CMP013442,-88
CMP013443,-88
CMP013444,-87
CMP013445,-76
CMP013446,-69
CMP013447,-50
CMP013448,-46
CMP013449,-37
CMP013450,-34
CMP013451,-33
CMP013452,-22
CMP013453,15
CMP013454,-22
CMP013455,-126
CMP013456,-121
CMP013457,-121
CMP013458,-121
CMP013459,-115
CMP013460,-112
CMP013461,-109
CMP013462,-109
CMP013463,-107
CMP013464,-101
CMP013465,-91
CMP013466,-91
CMP013467,-69
CMP013468,-57
CMP013469,-43
CMP013470,-39
CMP013471,-35
CMP013472,-33
CMP013473,-21
CMP013474,-6
CMP013475,8
CMP013476,26
CMP013477,101
CMP013478,-31
CMP013479,-18
CMP013480,-99
CMP013481,-93
CMP013482,-93
CMP013483,-80
CMP013484,-78
CMP013485,-70
CMP013486,-60
CMP013487,-42
CMP013488,-34
CMP013489,-8
CMP013490,-3
CMP013491,5
CMP013492,17
CMP013493,-24
CMP013494,-23
CMP013495,13
CMP013496,28
CMP013497,56
CMP013498,-103
CMP013499,-95
CMP013500,-94
CMP013501,-86
CMP013502,-80
CMP013503,-69
CMP013504,-65
CMP013505,-63
CMP013506,-62
CMP013507,-44
CMP013508,-43
CMP013509,-34
CMP013510,-29
CMP013511,-23
CMP013512,43
CMP013513,44
CMP013514,45
CMP013515,48
CMP013516,52
CMP013517,52
CMP013518,84
CMP013519,188
CMP013520,26
CMP013521,82
CMP013522,94
CMP013523,112
CMP013524,-113
CMP013525,-100
CMP013526,-96
CMP013527,-96
CMP013528,-94
CMP013529,-81
CMP013530,-77
CMP013531,-62
CMP013532,-50
CMP013533,-45
CMP013534,-44
CMP013535,-25
CMP013536,-25
CMP013537,-10
CMP013538,-10
CMP013539,-1
CMP013540,1
CMP013541,20
CMP013542,29
CMP013543,73
CMP013544,-63
CMP013545,-44
CMP013546,-8
CMP013547,-5
CMP013548,2
CMP013549,3
CMP013550,12
CMP013551,12
CMP013552,16
CMP013553,30
CMP013554,38
CMP013555,51
CMP013556,129
CMP013557,-110
CMP013558,-89
CMP013559,-52
CMP013560,-30
CMP013561,-18
CMP013562,-4
CMP013563,2
CMP013564,27
CMP013565,39
CMP013566,47
CMP013567,49
CMP013568,61
CMP013569,63
CMP013570,74
CMP013571,75
CMP013572,88
CMP013573,97
CMP013574,97
CMP013575,105
CMP013576,123
CMP013577,0
CMP013578,6
CMP013579,6
CMP013580,59
CMP013581,75
CMP013582,83
CMP013583,95
CMP013584,-61
CMP013585,-50
CMP013586,-48
CMP013587,2
CMP013588,28
CMP013589,33
CMP013590,56
CMP013591,72
CMP013592,85
CMP013593,112
CMP013594,118
CMP013595,-46
CMP013596,19
CMP013597,-123
CMP013598,-118
CMP013599,-115
CMP013600,-108
CMP013601,-104
CMP013602,-96
CMP013603,-95
CMP013604,-95
CMP013605,-81
CMP013606,-80
CMP013607,-78
CMP013608,-48
CMP013609,-43
CMP013610,-37
CMP013611,-35
CMP013612,7
CMP013613,11
CMP013614,40
CMP013615,134
CMP013616,-10
CMP013617,-2
CMP013618,70
CMP013619,-128
CMP013620,-122
CMP013621,-121
CMP013622,-120
CMP013623,-117
CMP013624,-113
CMP013625,-113
CMP013626,-113
CMP013627,-108
CMP013628,-106
CMP013629,-103
CMP013630,-102
CMP013631,-101
CMP013632,-99
CMP013633,-88
CMP013634,-80
CMP013635,-67
CMP013636,-54
CMP013637,-33
CMP013638,-27
CMP013639,-21
CMP013640,-10
CMP013641,8
CMP013642,15
CMP013643,34
CMP013644,44
CMP013645,83
CMP013646,140
CMP013647,161
CMP013648,226
CMP013649,-62
CMP013650,-15
CMP013651,0
CMP013652,-123
CMP013653,-120
CMP013654,-114
CMP013655,-112
CMP013656,-106
CMP013657,-105
CMP013658,-104
CMP013659,-102
CMP013660,-100
CMP013661,-99
CMP013662,-98
CMP013663,-91
CMP013664,-90
CMP013665,-85
CMP013666,-83
CMP013667,-82
CMP013668,-81
CMP013669,-78
CMP013670,-71
CMP013671,-70
CMP013672,-70
CMP013673,-50
CMP013674,-45
CMP013675,-43
CMP013676,-41
CMP013677,-32
CMP013678,-15
CMP013679,-11
CMP013680,-6
CMP013681,-6
CMP013682,-1
CMP013683,27
CMP013684,-2
CMP013685,18
CMP013686,77
CMP013687,102
CMP013688,108
CMP013689,-62
CMP013690,-61
CMP013691,-43
CMP013692,-37
CMP013693,-35
CMP013694,-30
CMP013695,23
CMP013696,44
CMP013697,45
CMP013698,55
CMP013699,28
CMP013700,42
CMP013701,53
CMP013702,59
CMP013703,69
CMP013704,71
CMP013705,122
CMP013706,-133
CMP013707,-115
CMP013708,-111
CMP013709,-100
CMP013710,-88
CMP013711,-84
CMP013712,-84
CMP013713,-75
CMP013714,-72
CMP013715,-70
CMP013716,-68
CMP013717,-67
CMP013718,-64
CMP013719,-64
CMP013720,-64
CMP013721,-63
CMP013722,-60
CMP013723,-58
CMP013724,-54
CMP013725,-51
CMP013726,-50
CMP013727,-43
CMP013728,-31
CMP013729,-24
CMP013730,-16
CMP013731,-9
CMP013732,-6
CMP013733,19
CMP013734,24
CMP013735,34
CMP013736,56
CMP013737,80
CMP013738,89
CMP013739,115
CMP013740,116
CMP013741,20
CMP013742,96
CMP013743,97
CMP013744,106
CMP013745,114
CMP013746,142
CMP013747,163
CMP013748,-117
CMP013749,-112
CMP013750,-112
CMP013751,-62
CMP013752,-61
CMP013753,-28
CMP013754,-18
CMP013755,-16
CMP013756,-12
CMP013757,-3
CMP013758,-1
CMP013759,6
CMP013760,16
CMP013761,16
CMP013762,22
CMP013763,26
CMP013764,29
CMP013765,34
CMP013766,38
CMP013767,47
CMP013768,60
CMP013769,61
CMP013770,79
CMP013771,89
CMP013772,105
CMP013773,108
CMP013774,108
CMP013775,110
CMP013776,113
CMP013777,115
CMP013778,182
CMP013779,182
CMP013780,258
CMP013781,268
CMP013782,-4
CMP013783,4
CMP013784,16
CMP013785,41
CMP013786,45
CMP013787,54
CMP013788,92
CMP013789,142
CMP013790,146
CMP013791,161
CMP013792,170
CMP013793,173
CMP013794,189
CMP013795,-44
CMP013796,-43
CMP013797,-32
CMP013798,13
CMP013799,15
CMP013800,26
CMP013801,58
CMP013802,60
CMP013803,64
CMP013804,73
CMP013805,98
CMP013806,114
CMP013807,118
CMP013808,135
CMP013809,150
CMP013810,153
CMP013811,160
CMP013812,203
CMP013813,217
CMP013814,-34
CMP013815,45
CMP013816,98
CMP013817,115
CMP013818,-83
CMP013819,-83
CMP013820,-75
CMP013821,-73
CMP013822,-66
CMP013823,-64
CMP013824,-63
CMP013825,-55
CMP013826,-1
CMP013827,4
CMP013828,10
CMP013829,11
CMP013830,18
CMP013831,46
CMP013832,2
CMP013833,7
CMP013834,31
CMP013835,-99
CMP013836,-88
CMP013837,-85
CMP013838,-82
CMP013839,-75
CMP013840,-66
CMP013841,-54
CMP013842,-54
CMP013843,-50
CMP013844,-39
CMP013845,-36
CMP013846,-30
CMP013847,-18
CMP013848,-18
CMP013849,-17
CMP013850,-13
CMP013851,-8
CMP013852,47
CMP013853,47
CMP013854,67
CMP013855,70
CMP013856,71
CMP013857,80
CMP013858,87
CMP013859,100
CMP013860,-94
CMP013861,-11
CMP013862,-1
CMP013863,48
CMP013864,49
CMP013865,143
CMP013866,-80
CMP013867,-80
CMP013868,-35
CMP013869,-5
CMP013870,5
CMP013871,17
CMP013872,22
CMP013873,50
CMP013874,96
CMP013875,104
CMP013876,106
CMP013877,123
CMP013878,48
CMP013879,58
CMP013880,59
CMP013881,98
CMP013882,-59
CMP013883,-49
CMP013884,-41
CMP013885,-41
CMP013886,-25
CMP013887,-17
CMP013888,-15
CMP013889,19
CMP013890,37
CMP013891,41
CMP013892,48
CMP013893,53
CMP013894,153
CMP013895,172
CMP013896,223
CMP013897,224
CMP013898,66
CMP013899,133
CMP013900,152
CMP013901,170
CMP013902,221
CMP013903,223
CMP013904,-76
CMP013905,-75
CMP013906,-74
CMP013907,-59
CMP013908,-58
CMP013909,-53
CMP013910,-50
CMP013911,-41
CMP013912,-16
CMP013913,-14
CMP013914,12
CMP013915,23
CMP013916,33
CMP013917,54
CMP013918,96
CMP013919,109
CMP013920,117
CMP013921,133
CMP013922,142
CMP013923,149
CMP013924,-38
CMP013925,-14
CMP013926,-5
CMP013927,13
CMP013928,15
CMP013929,29
CMP013930,75
CMP013931,75
CMP013932,-126
CMP013933,-112
CMP013934,-96
CMP013935,-88
CMP013936,-51
CMP013937,-34
CMP013938,-20
CMP013939,-19
CMP013940,12
CMP013941,14
CMP013942,20
CMP013943,22
CMP013944,37
CMP013945,38
CMP013946,41
CMP013947,49
CMP013948,54
CMP013949,97
CMP013950,100
CMP013951,175
CMP013952,247
CMP013953,9
CMP013954,16
CMP013955,24
CMP013956,24
CMP013957,31
CMP013958,31
CMP013959,46
CMP013960,59
CMP013961,74
CMP013962,74
CMP013963,92
CMP013964,108
CMP013965,133
CMP013966,135
CMP013967,146
CMP013968,150
CMP013969,165
CMP013970,169
CMP013971,207
CMP013972,-25
CMP013973,-23
CMP013974,-19
CMP013975,-7
CMP013976,15
CMP013977,40
CMP013978,55
CMP013979,57
CMP013980,62
CMP013981,74
CMP013982,99
CMP013983,100
CMP013984,103
CMP013985,115
CMP013986,126
CMP013987,128
CMP013988,177
CMP013989,182
CMP013990,184
CMP013991,215
CMP013992,235
CMP013993,-15
CMP013994,10
CMP013995,32
CMP013996,38
CMP013997,72
CMP013998,94
CMP013999,-74
CMP014000,-73
CMP014001,-58
CMP014002,-51
CMP014003,-49
CMP014004,-12
CMP014005,-7
CMP014006,18
CMP014007,24
CMP014008,47
CMP014009,49
CMP014010,55
CMP014011,69
CMP014012,83
CMP014013,143
CMP014014,144
CMP014015,205
CMP014016,207
CMP014017,214
CMP014018,225
CMP014019,136
CMP014020,143
CMP014021,173
CMP014022,-111
CMP014023,-76
CMP014024,-49
CMP014025,-31
CMP014026,-26
CMP014027,-6
CMP014028,3
CMP014029,28
CMP014030,33
CMP014031,45
CMP014032,59
CMP014033,71
CMP014034,95
CMP014035,115
CMP014036,139
CMP014037,156
CMP014038,240
CMP014039,16
CMP014040,34
CMP014041,43
CMP014042,50
CMP014043,51
CMP014044,83
CMP014045,84
CMP014046,151
CMP014047,-73
CMP014048,-69
CMP014049,-66
CMP014050,-11
CMP014051,-5
CMP014052,-2
CMP014053,7
CMP014054,8
CMP014055,12
CMP014056,19
CMP014057,66
CMP014058,-50
CMP014059,-20
CMP014060,-16
CMP014061,-15
CMP014062,5
CMP014063,5
CMP014064,6
CMP014065,30
CMP014066,24
CMP014067,40
CMP014068,50
CMP014069,50
CMP014070,53
CMP014071,57
CMP014072,60
CMP014073,61
CMP014074,62
CMP014075,65
CMP014076,72
CMP014077,115
CMP014078,192
CMP014079,-63
CMP014080,-61
CMP014081,-55
CMP014082,-39
CMP014083,-20
CMP014084,8
CMP014085,36
CMP014086,36
CMP014087,36
CMP014088,40
CMP014089,43
CMP014090,57
CMP014091,59
CMP014092,59
CMP014093,63
CMP014094,67
CMP014095,67
CMP014096,68
CMP014097,84
CMP014098,112
CMP014099,116
CMP014100,164
CMP014101,122
CMP014102,160
CMP014103,-94
CMP014104,-85
CMP014105,32
CMP014106,38
CMP014107,39
CMP014108,58
CMP014109,60
CMP014110,116
CMP014111,172
CMP014112,209
CMP014113,222
CMP014114,280
CMP014115,332
CMP014116,14
CMP014117,30
CMP014118,78
CMP014119,80
CMP014120,89
CMP014121,154
CMP014122,280
CMP014123,300
CMP014124,-70
CMP014125,-44
CMP014126,-19
CMP014127,0
CMP014128,4
CMP014129,32
CMP014130,43
CMP014131,44
CMP014132,47
CMP014133,50
CMP014134,51
CMP014135,52
CMP014136,52
CMP014137,65
CMP014138,72
CMP014139,72
CMP014140,114
CMP014141,143
CMP014142,176
CMP014143,201
CMP014144,210
CMP014145,300
CMP014146,342
CMP014147,-6
CMP014148,142
CMP014149,148
CMP014150,241
CMP014151,-99
CMP014152,-53
CMP014153,-43
CMP014154,-40
CMP014155,-35
CMP014156,0
CMP014157,5
CMP014158,25
CMP014159,45
CMP014160,48
CMP014161,53
CMP014162,61
CMP014163,89
CMP014164,118
CMP014165,127
CMP014166,173
CMP014167,33
CMP014168,49
CMP014169,54
CMP014170,178
CMP014171,-101
CMP014172,-90
CMP014173,-58
CMP014174,-47
CMP014175,-40
CMP014176,-28
CMP014177,-10
CMP014178,-2
CMP014179,0
CMP014180,9
CMP014181,13
CMP014182,13
CMP014183,15
CMP014184,21
CMP014185,25
CMP014186,28
CMP014187,44
CMP014188,53
CMP014189,60
CMP014190,78
CMP014191,78
CMP014192,95
CMP014193,103
CMP014194,167
CMP014195,201
CMP014196,7
CMP014197,17
CMP014198,30
CMP014199,36
CMP014200,39
CMP014201,47
CMP014202,48
CMP014203,60
CMP014204,63
CMP014205,64
CMP014206,73
CMP014207,139
CMP014208,143
CMP014209,-53
CMP014210,-47
CMP014211,-10
CMP014212,0
CMP014213,2
CMP014214,5
CMP014215,16
CMP014216,31
CMP014217,32
CMP014218,34
CMP014219,66
CMP014220,100
CMP014221,108
CMP014222,118
CMP014223,118
CMP014224,171
CMP014225,210
CMP014226,106
CMP014227,-26
CMP014228,-20
CMP014229,8
CMP014230,36
CMP014231,44
CMP014232,56
CMP014233,68
CMP014234,71
CMP014235,73
CMP014236,100
CMP014237,144
CMP014238,48
CMP014239,53
CMP014240,54
CMP014241,54
CMP014242,56
CMP014243,64
CMP014244,68
CMP014245,-98
CMP014246,-48
CMP014247,-31
CMP014248,7
CMP014249,10
CMP014250,31
CMP014251,40
CMP014252,40
CMP014253,180
CMP014254,-56
CMP014255,-12
CMP014256,44
CMP014257,54
CMP014258,60
CMP014259,89
CMP014260,95
CMP014261,100
CMP014262,165
CMP014263,216
CMP014264,38
CMP014265,49
CMP014266,86
CMP014267,100
CMP014268,135
CMP014269,138
CMP014270,140
CMP014271,148
CMP014272,179
CMP014273,184
CMP014274,206
CMP014275,259
CMP014276,-65
CMP014277,-5
CMP014278,7
CMP014279,8
CMP014280,17
CMP014281,20
CMP014282,34
CMP014283,41
CMP014284,51
CMP014285,55
CMP014286,65
CMP014287,83
CMP014288,84
CMP014289,119
CMP014290,124
CMP014291,133
CMP014292,141
CMP014293,166
CMP014294,194
CMP014295,221
CMP014296,-13
CMP014297,-2
CMP014298,4
CMP014299,39
CMP014300,40
CMP014301,54
CMP014302,55
CMP014303,78
CMP014304,80
CMP014305,96
CMP014306,111
CMP014307,119
CMP014308,-44
CMP014309,-31
CMP014310,-31
CMP014311,-28
CMP014312,-28
CMP014313,-23
CMP014314,-18
CMP014315,-6
CMP014316,5
CMP014317,7
CMP014318,7
CMP014319,7
CMP014320,18
CMP014321,23
CMP014322,47
CMP014323,48
CMP014324,51
CMP014325,56
CMP014326,60
CMP014327,60
CMP014328,60
CMP014329,65
CMP014330,69
CMP014331,69
CMP014332,121
CMP014333,159
CMP014334,208
CMP014335,248
CMP014336,12
CMP014337,71
CMP014338,80
CMP014339,97
CMP014340,133
CMP014341,161
CMP014342,177
CMP014343,-104
CMP014344,-103
CMP014345,-68
CMP014346,-53
CMP014347,-43
CMP014348,-38
CMP014349,-26
CMP014350,-17
CMP014351,-10
CMP014352,-5
CMP014353,10
CMP014354,12
CMP014355,21
CMP014356,22
CMP014357,31
CMP014358,46
CMP014359,50
CMP014360,55
CMP014361,57
CMP014362,66
CMP014363,76
CMP014364,91
CMP014365,105
CMP014366,108
CMP014367,-70
CMP014368,14
CMP014369,52
CMP014370,79
CMP014371,-63
CMP014372,-40
CMP014373,2
CMP014374,10
CMP014375,10
CMP014376,19
CMP014377,24
CMP014378,76
CMP014379,79
CMP014380,81
CMP014381,109
CMP014382,146
CMP014383,278
CMP014384,44
CMP014385,58
CMP014386,71
CMP014387,12
CMP014388,18
CMP014389,34
CMP014390,34
CMP014391,55
CMP014392,73
CMP014393,78
CMP014394,198
CMP014395,-36
CMP014396,-17
CMP014397,67
CMP014398,69
CMP014399,74
CMP014400,144
CMP014401,156
CMP014402,159
CMP014403,186
CMP014404,208
CMP014405,31
CMP014406,41
CMP014407,56
CMP014408,62
CMP014409,145
CMP014410,-55
CMP014411,55
CMP014412,51
CMP014413,-8
CMP014414,-3
CMP014415,0
CMP014416,2
CMP014417,29
CMP014418,49
CMP014419,52
CMP014420,64
CMP014421,109
CMP014422,125
CMP014423,141
CMP014424,147
CMP014425,-1
CMP014426,28
CMP014427,48
CMP014428,58
CMP014429,-29
CMP014430,-24
CMP014431,-22
CMP014432,-21
CMP014433,-20
CMP014434,-13
CMP014435,-11
CMP014436,-9
CMP014437,0
CMP014438,14
CMP014439,29
CMP014440,29
CMP014441,36
CMP014442,40
CMP014443,43
CMP014444,54
CMP014445,56
CMP014446,60
CMP014447,66
CMP014448,75
CMP014449,114
CMP014450,119
CMP014451,120
CMP014452,122
CMP014453,163
CMP014454,177
CMP014455,223
CMP014456,-86
CMP014457,-59
CMP014458,-38
CMP014459,-25
CMP014460,-22
CMP014461,2
CMP014462,3
CMP014463,6
CMP014464,15
CMP014465,51
CMP014466,70
CMP014467,71
CMP014468,88
CMP014469,115
CMP014470,167
CMP014471,227
CMP014472,37
CMP014473,55
CMP014474,62
CMP014475,114
CMP014476,155
CMP014477,160
CMP014478,191
CMP014479,-55
CMP014480,-34
CMP014481,2
CMP014482,4
CMP014483,34
CMP014484,34
CMP014485,149
CMP014486,157
CMP014487,253
CMP014488,43
CMP014489,54
CMP014490,126
CMP014491,139
CMP014492,166
CMP014493,181
CMP014494,237
CMP014495,-18
CMP014496,16
CMP014497,53
CMP014498,70
CMP014499,133
CMP014500,-31
CMP014501,-24
CMP014502,237
CMP014503,-29
CMP014504,-22
CMP014505,-1
CMP014506,54
CMP014507,152
CMP014508,-1
CMP014509,10
CMP014510,34
CMP014511,95
CMP014512,284
CMP014513,-25
CMP014514,-22
CMP014515,-15
CMP014516,-10
CMP014517,-4
CMP014518,33
CMP014519,62
CMP014520,95
CMP014521,231
CMP014522,86
CMP014523,165
CMP014524,-75
CMP014525,-32
CMP014526,-8
CMP014527,10
CMP014528,16
CMP014529,19
CMP014530,24
CMP014531,34
CMP014532,65
CMP014533,70
CMP014534,70
CMP014535,77
CMP014536,88
CMP014537,116
CMP014538,118
CMP014539,135
CMP014540,166
CMP014541,-65
CMP014542,-17
CMP014543,21
CMP014544,33
CMP014545,34
CMP014546,40
CMP014547,47
CMP014548,49
CMP014549,53
CMP014550,81
CMP014551,95
CMP014552,140
CMP014553,200
CMP014554,40
CMP014555,47
CMP014556,59
CMP014557,76
CMP014558,78
CMP014559,99
CMP014560,26
CMP014561,46
CMP014562,76
CMP014563,82
CMP014564,157
CMP014565,-14
CMP014566,-9
CMP014567,3
CMP014568,43
CMP014569,124
CMP014570,25
CMP014571,58
CMP014572,63
CMP014573,-29
CMP014574,42
CMP014575,43
CMP014576,94
CMP014577,-3
CMP014578,15
CMP014579,75
CMP014580,-12
CMP014581,-7
CMP014582,-2
CMP014583,4
CMP014584,61
CMP014585,66
CMP014586,78
CMP014587,-48
CMP014588,-22
CMP014589,-7
CMP014590,18
CMP014591,47
CMP014592,49
CMP014593,84
CMP014594,177
CMP014595,262
CMP014596,-70
CMP014597,-40
CMP014598,-34
CMP014599,14
CMP014600,15
CMP014601,29
CMP014602,46
CMP014603,40
CMP014604,55
CMP014605,125
CMP014606,30
CMP014607,44
CMP014608,56
CMP014609,87
CMP014610,134
CMP014611,164
CMP014612,213
CMP014613,-5
CMP014614,2
CMP014615,11
CMP014616,37
CMP014617,58
CMP014618,78
CMP014619,-10
CMP014620,-7
CMP014621,7
CMP014622,50
CMP014623,73
CMP014624,88
CMP014625,92
CMP014626,154
CMP014627,16
CMP014628,22
CMP014629,-12
CMP014630,1
CMP014631,2
CMP014632,11
CMP014633,54
CMP014634,-44
CMP014635,-15
CMP014636,4
CMP014637,22
CMP014638,47
CMP014639,56
CMP014640,104
CMP014641,48
CMP014642,94
CMP014643,3
CMP014644,41
CMP014645,71
CMP014646,119
CMP014647,-96
CMP014648,-10
CMP014649,5
CMP014650,162
CMP014651,187
CMP014652,273
CMP014653,38
CMP014654,51
CMP014655,51
CMP014656,78
CMP014657,80
CMP014658,173
CMP014659,2
CMP014660,8
CMP014661,27
CMP014662,40
CMP014663,46
CMP014664,9
CMP014665,18
CMP014666,-20
CMP014667,-6
CMP014668,6
CMP014669,28
CMP014670,58
CMP014671,2
CMP014672,66
CMP014673,10
CMP014674,82
CMP014675,163
CMP014676,32
CMP014677,38
CMP014678,54
CMP014679,115
CMP014680,-29
CMP014681,33
CMP014682,34
CMP014683,14
CMP014684,23
CMP014685,-16
CMP014686,1
CMP014687,6
CMP014688,15
CMP014689,32
CMP014690,61
CMP014691,21
CMP014692,35
CMP014693,56
CMP014694,16
CMP014695,-35
CMP014696,16
CMP014697,36
CMP014698,82
CMP014699,20
CMP014700,29
CMP014701,114
CMP014702,-9
CMP014703,2
CMP014704,8
CMP014705,10
CMP014706,18
CMP014707,36
CMP014708,81
CMP014709,91
CMP014710,-19
CMP014711,-18
CMP014712,2
CMP014713,0
CMP014714,109
CMP014715,170
CMP014716,43
CMP014717,124
CMP014718,60
CMP014719,89
CMP014720,37
CMP014721,131
CMP014722,175
CMP014723,0
CMP014724,11
CMP014725,-50
CMP014726,158
CMP014727,25
CMP014728,50
CMP014729,-32
CMP014730,156
CMP014731,255
CMP014732,213
CMP014733,-53
CMP014734,-30
CMP014735,-48
CMP014736,67
CMP014737,15.5
CMP014738,-183
CMP014739,136
CMP014740,-114
CMP014741,20
CMP014742,6.8
CMP014743,-93
CMP014744,82
CMP014745,-106
CMP014746,220
CMP014747,238
CMP014748,79
CMP014749,144
CMP014750,155
CMP014751,173
CMP014752,240
CMP014753,180
CMP014754,199
CMP014755,159
CMP014756,104
CMP014757,181
CMP014758,36
CMP014759,32.5
CMP014760,176
CMP014761,42
CMP014762,106.5
CMP014763,148
CMP014764,179
CMP014765,55
CMP014766,290
CMP014767,2
CMP014768,97
CMP014769,95.5
CMP014770,-53
CMP014771,156
CMP014772,138
CMP014773,201
CMP014774,212
CMP014775,214.5
CMP014776,96
CMP014777,219
CMP014778,95
CMP014779,154
CMP014780,113
CMP014781,173
CMP014782,135
CMP014783,-7
CMP014784,133
CMP014785,30
CMP014786,61
CMP014787,-76
CMP014788,-105
CMP014789,97
CMP014790,-140
CMP014791,134
CMP014792,84
CMP014793,28
CMP014794,2
CMP014795,113
CMP014796,27.5
CMP014797,132
CMP014798,171
CMP014799,16
CMP014800,122
CMP014801,33
CMP014802,114
CMP014803,165.5
CMP014804,102
CMP014805,173
CMP014806,159.5
CMP014807,138
CMP014808,-180
CMP014809,238
CMP014810,179
CMP014811,98
CMP014812,149
CMP014813,160
CMP014814,11.5
CMP014815,-61.5
CMP014816,10
CMP014817,75
CMP014818,232
CMP014819,61
CMP014820,134
CMP014821,71
CMP014822,335
CMP014823,57
CMP014824,36
CMP014825,155
CMP014826,89
CMP014827,208
CMP014828,140
CMP014829,268.5
CMP014830,66
CMP014831,200
CMP014832,82.5
CMP014833,265
CMP014834,-5
CMP014835,-3
CMP014836,90
CMP014837,-50
CMP014838,68.5
CMP014839,168
CMP014840,72
CMP014841,37.5
CMP014842,-5
CMP014843,-27
CMP014844,186.5
CMP014845,-26
CMP014846,-80
CMP014847,58
CMP014848,94
CMP014849,155.5
CMP014850,-14
CMP014851,212
CMP014852,130
CMP014853,29.5
CMP014854,23
CMP014855,127
CMP014856,89.5
CMP014857,81
CMP014858,135.5
CMP014859,-2
CMP014860,47
CMP014861,71
CMP014862,-70
CMP014863,243
CMP014864,-69
CMP014865,139.5
CMP014866,204
CMP014867,108.5
CMP014868,87
CMP014869,109
CMP014870,40
CMP014871,123
CMP014872,153
CMP014873,70
CMP014874,82.5
CMP014875,-29
CMP014876,-103
CMP014877,-131
CMP014878,-70
CMP014879,-101
CMP014880,-129
CMP014881,-3
CMP014882,-98
CMP014883,94
CMP014884,51.5
CMP014885,-33
CMP014886,-111
CMP014887,51.5
CMP014888,-9
CMP014889,0
CMP014890,-43
CMP014891,171
CMP014892,-21
CMP014893,-35
CMP014894,-35
CMP014895,-85
CMP014896,213
CMP014897,4
CMP014898,152
CMP014899,-100
