Molecule,TOPK,MAP4K4,CDC42BPA,MST1R,CSF1R,KIAA1811,MAP2K2,DYRK1A,IKBKE,MAPK10,MAP3K10,CAMK2A,IKBKB,NLK,AXL,LTK,CSNK1G3,MAPK14,FRK,STK3,CSNK1G2,PRKCQ,NTRK3,MATK,RPS6KA3,CLK2,MAP2K1,JAK2,PRKCZ,PRKG1,PHKG2,PLK3,TBK1,AKT3,PASK,PRKAA1,PRKG2,PRKCD,ALK,PLK4,RET,PRKD2,RPS6KB1,HCK,CAMK2G,EEF2K,SYK,MARK4,TYRO3,PRKCN,STK22B,STK17A,LCK,DAPK3,CHEK2,ACVR1,ROCK2,CDK2,SRPK1,MAPK8,PIM1,STK6,MAPKAPK5,MAPKAPK2,STK33,CDC7,RPS6KA4,BTK,KIT,CSNK2A1,PAK4,PAK1,CAMK2D,AKT2,FGFR1,CSNK1A1,JAK3,CSNK1G1,RPS6KA5,LYN,MAPK9,ITK,PKN2,LIMK1,TAO1,ROS1,BLK,STK22D,HIPK2,CAMKK2,MARK3,NTRK1,FES,INSR,PTK2B,MAPK13,BRAF,ZAK,PIM3,TYK2,EGFR,PRKCG,SRC,BMX,SRMS,GSK3A,MAP4K2,DYRK3,WEE1,MET,CHUK,ACK1,PDGFRB,FLT3,ERBB2,MAPKAPK3,CHEK1,CSNK1D,SIK2,ABL1,MKNK2,CAMK2B,KDR,GPRK5,CDK5,EPHA2,IGF1R,SGK,MAPK1,MINK,NEK4,DYRK4,PRKCI,DYRK1B,PRKX,PTK2,IRAK1,PTK6,MELK,PDGFRA,LRRK2,STK12,IRAK4,AKT1,MAP4K5,CAMK1D,FLT4,CDC2L6,ROCK1,FER,CAMK1,FYN,HIPK4,CDC2,PIM2,PDPK1,DCAMKL1,NEK2,CDK8,CDK7,FLT1,SLK,FGFR3,PLK1,GSK3B,CDK9,NTRK2,ERBB4,MARK2,PRKACA,MAPK12,CLK4
CHEMBL1998829,,199.53,,,,,,,,,,,,,630.96,,,,1000,,,,158.49,,,5011.87,,,,,,,,,,,,,,,,5011.87,,,1584.89,,,,,5011.87,,,1584.89,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,1000,,,,,,,,,1995.26,,,,,,,,,1995.26,,,,,,794.33,,,,,,,794.33,,,,,,,1995.26,3162.28,3981.07,,,,,5011.87,,1584.89,,,,,,,,1258.93,,,,,,,1000,,6309.57,,,,,630.96,,,,,,,,,,2511.89,,,,,,,,,,316.23
CHEMBL1999120,,100000,,,10000,,,15848.93,63095.73,,,63095.73,,,,15848.93,,,,,,,50118.72,,,50118.72,100000,,,,,,,,,50118.72,,,,,31622.78,,,,,,,,31622.78,,,,,,,39810.72,,,,,,15848.93,,,,,,50118.72,,,,,,,63095.73,19952.62,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,63095.73,,25118.86,,,,,12589.25,,,63095.73,,,,19952.62,15848.93,,,,,,,,,15848.93,,79432.82,,,,63095.73,39810.72,63095.73,,,,,,,,,,,,,,,,63095.73,31622.78,50118.72,79432.82,,,,,39810.72,,,,,,5011.87
CHEMBL1999153,,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.012,,,501.19,,,,,1.259,,,,,,,,,,,,,,,,,,,,,,,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,63.1,,
CHEMBL1999279,,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,19.95,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12,,,,,,,,,,,,,,,,,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,12.59,,3.162
CHEMBL1999414,,3162.28,,316.23,2.512,,398.11,,630.96,,,,,,,251.19,,2511.89,,79.43,,,63.1,,,,1000,1584.89,,,,,,,,1584.89,,,501.19,,1.585,,,,,,,,15.85,,,,31.62,,,50.12,,,,,,39.81,,,,,,630.96,,,3981.07,,,,15.85,,,,,,,,,,125.89,,125.89,,100,,,251.19,,,,,,,,,,,,,,,316.23,,,50.12,,1584.89,0.3162,63.1,,,,,,7.943,,,0.631,,,,1995.26,,,,,,,,3162.28,2511.89,,,,1.259,1258.93,2.512,,,0.1995,,,,398.11,,,398.11,,,,,,,79.43,398.11,3.162,,,,,,50.12,,,,,398.11
CHEMBL1999428,,1584.89,5011.87,,2511.89,,,,,,,,,,,,,,,,,,,,5011.87,,,,,39.81,,1995.26,,,,,50.12,398.11,,,,,1258.93,,,,,,,,,,,,,,6.31,3981.07,,,,,,,,,,,,,,,,,,,,,100,,,,316.23,7943.28,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,316.23,,,,,,,,,6309.57,,,,,1995.26,398.11,,,,,,2.512,,,,,,,1995.26,,3162.28,,,501.19,,39.81,,,,,5011.87,,,,,,,158.49,,,,158.49,,,,,39.81,,630.96
CHEMBL1999590,,501.19,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,398.11,1995.26,,,7943.28,7943.28,,,,,,,,,,,,,2511.89,,,19.95,,501.19,,,630.96,,,,,,,,794.33,398.11,,,1584.89,,501.19,,,3981.07,,,,,,,1995.26,,,,,,,,,,,,,,,199.53,,,,,,,316.23,,,,,,,,,,2511.89,,,100,,,,,,,
CHEMBL1999931,,19.95,1584.89,,,1258.93,,6.31,,,,,,,,,7.943,,125.89,398.11,7.943,,158.49,,251.19,10,,158.49,5011.87,316.23,251.19,6309.57,,251.19,,63.1,794.33,251.19,,39.81,31.62,398.11,100,,316.23,,125.89,,,630.96,,10,,7.943,12.59,,251.19,,3162.28,398.11,398.11,158.49,,251.19,,0.5012,,,,3.162,316.23,3981.07,501.19,3981.07,630.96,251.19,79.43,15.85,,,79.43,,316.23,,1584.89,,1258.93,158.49,7.943,,79.43,,1258.93,,,31.62,,794.33,251.19,501.19,,79.43,630.96,,,,79.43,,,,,,,251.19,,,3162.28,316.23,,,1584.89,2511.89,1258.93,,10,,,63.1,10,,158.49,1258.93,1584.89,,79.43,,31.62,,398.11,,,100,2511.89,5011.87,31.62,,63.1,,316.23,316.23,,398.11,125.89,5.012,630.96,251.19,3981.07,7943.28,,,,1995.26,398.11,,,,,,63.1,199.53,158.49,
CHEMBL2000029,,3981.07,,1000,1584.89,,,794.33,251.19,,,1000,,,,1584.89,,,,,,12.59,,,3162.28,501.19,,1000,,,,,316.23,,,158.49,,,,,,,,,,,,,,3981.07,,,,398.11,,,,,,1258.93,,1000,,,,3.162,,,,,3162.28,,,,,,125.89,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,125.89,501.19,,,501.19,,,,,,,,,,,,,,,7.943,,,,,,,,,158.49,125.89,3162.28,,,,,39.81,1584.89,,,,1995.26,,,3.981,,,,,,,,,,31.62,398.11,,,,,125.89,12.59,,,,7.943,,25.12
CHEMBL2000071,,63.1,,,,1995.26,,199.53,,,,,,,251.19,,,,794.33,125.89,,,158.49,,,199.53,,,,,1995.26,,,,,1584.89,,2511.89,,1258.93,,,794.33,,251.19,,1000,,,1258.93,,630.96,1000,,,,2511.89,630.96,,,,794.33,,,,398.11,,,,,,,158.49,,2511.89,,501.19,,1000,,,,1584.89,1584.89,,794.33,,630.96,3162.28,,630.96,,,,794.33,,,,,,,3162.28,,,,1258.93,316.23,3162.28,,,794.33,,,1584.89,,,,3981.07,,,1584.89,1000,3981.07,,398.11,,,,,316.23,6309.57,,,,,,7943.28,,1258.93,,,1000,199.53,,251.19,,2511.89,,3981.07,,,251.19,,1000,,3162.28,,,,,,39.81,1584.89,,1584.89,,,,398.11,3981.07,,19.95
CHEMBL2000114,,1000,,,,6309.57,,1000,,,,,,,,,,,,630.96,,,199.53,,,316.23,,,,,3162.28,,,,,,,,,1995.26,,3162.28,794.33,,1584.89,,,,,1995.26,,,,,,,3981.07,3162.28,,,,1584.89,,,,,,,,,,,3981.07,,1584.89,,,,,,,,,,,1000,,,,,1584.89,,1995.26,,,,,,,,,,,,,5011.87,3162.28,,,,,,,1258.93,,,,1000,,,,6309.57,,,5011.87,,,,,5011.87,6309.57,,,,,,,,1584.89,,,316.23,1995.26,,794.33,,6309.57,,,,,,6309.57,3981.07,,,316.23,,,,398.11,630.96,,,2511.89,,,,3981.07,5011.87,,39.81
CHEMBL2000335,,1000,,,125.89,,,3162.28,,,,,,5.012,19.95,,2511.89,,50.12,199.53,5011.87,,,,125.89,1584.89,,,,,,39.81,,,,398.11,,7943.28,,12.59,2.512,,12.59,,501.19,,,,,2511.89,,,50.12,,630.96,,158.49,7943.28,1000,,,39.81,1000,,,,,,79.43,,3981.07,2511.89,794.33,3981.07,15.85,,,1584.89,79.43,39.81,,,,794.33,158.49,,50.12,,125.89,,1000,501.19,,,,,,794.33,,,,,,,,,501.19,,,,,,,,,,,3981.07,,316.23,79.43,,,,5011.87,316.23,,,,,1584.89,,,,316.23,,5011.87,,125.89,,,,,6309.57,,,19.95,,125.89,794.33,3162.28,501.19,3.981,316.23,,2511.89,,501.19,,,0.2512,50.12,251.19,,316.23,,199.53,,199.53,,,630.96
CHEMBL2000345,,39.81,,,1258.93,3162.28,,5.012,,,,,,,398.11,,,,,6309.57,6309.57,,,,316.23,794.33,,,,,316.23,,,,,1000,,,,158.49,,2511.89,501.19,,,,,,,3162.28,,,,7.943,199.53,,,,25.12,,630.96,,,,,316.23,,,,,,,,,,,794.33,,,,3981.07,,6309.57,,7943.28,,794.33,,100,,5011.87,,,,,,,,,1000,,,,,,1258.93,398.11,501.19,,,,,,501.19,,,316.23,,,,1258.93,,1995.26,,,,,5011.87,,316.23,125.89,,,,,,12.59,,1258.93,,,199.53,1995.26,,79.43,,398.11,,5011.87,,,,1258.93,794.33,251.19,,,,,,,398.11,,,1584.89,,,,5011.87,,,125.89
CHEMBL2000408,,1584.89,,,,,,,,,,,,,,,3981.07,,1995.26,,1584.89,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,501.19,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,794.33,,2511.89,,,50.12,,,1995.26,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,
CHEMBL2000429,,1995.26,,,,,,,,,,,,,,,3162.28,,,,1995.26,,,,,,,,,,,,,,,,,,,3981.07,,2511.89,,,,,,,,3162.28,,,,,,,,,,199.53,,,,,,,,,,,,,,,1995.26,1000,,1995.26,,,6.31,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,2511.89,1584.89,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,
CHEMBL2000481,,794.33,,,,,,,,,,,,,,,,,1000,501.19,,,1258.93,,794.33,3981.07,,,,,3981.07,,,,,,,5011.87,,,1000,,2511.89,,,,,,1995.26,1258.93,,3981.07,,,,,15.85,2511.89,794.33,,2511.89,,,3981.07,,,,,,,,10000,,5011.87,,,,6309.57,,,,,6309.57,,6309.57,1258.93,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,5011.87,2511.89,,,,,,,,,79.43,5011.87,,501.19,,,,100,,,,,,,,,3981.07,,,,7943.28,,,1995.26,,,,6309.57,5011.87,2511.89,1258.93
CHEMBL2000508,,199.53,,,,,,,,,,,,,,,630.96,,398.11,,1000,,,,,,,,,,,,,,,,,7943.28,,,,1258.93,,,,,,,,1258.93,,,,,,,,,,1995.26,,,,,,,,,,,,,,,5011.87,79.43,,1995.26,,,158.49,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,3162.28,,,,
CHEMBL2000568,,501.19,,2511.89,,,,,,,,,,,,630.96,,,,5011.87,2511.89,,,,,2511.89,,,,,,,,,,,,,,3162.28,,5011.87,,,,,794.33,,,3162.28,,630.96,,,630.96,3981.07,7943.28,5011.87,,630.96,,,,,,,,,,1258.93,3981.07,,,,,,,,,,,,7943.28,,,794.33,794.33,,,,1995.26,,398.11,3162.28,,,,,,,,,,,,,,,,,,,1584.89,,,,,5011.87,,,1584.89,,794.33,,3162.28,,,,,1995.26,5011.87,,,794.33,,,6309.57,,,2511.89,158.49,501.19,10000,,100,,3981.07,,2511.89,125.89,,,,3981.07,,,1995.26,,501.19,3162.28,,3981.07,,,,,,,1584.89,,,630.96
CHEMBL2000894,,1995.26,794.33,,,,,1995.26,,,,,,,,,,,,3981.07,,,,,2511.89,630.96,,,,1258.93,,,,,,,,158.49,,,,3162.28,1995.26,,3162.28,,,,,1000,,,,,,,10,630.96,,,,,,,,,,,,,,,1584.89,,,,,,398.11,,,,316.23,5011.87,3162.28,,794.33,,,,,,,,,6309.57,,,,,,3981.07,,,,794.33,,158.49,,,,,,630.96,,,,1258.93,,,,6309.57,,,1584.89,,,,,,,,,,316.23,,1258.93,,,,,,,,6309.57,,,,50.12,,,,,1584.89,,,,,,,,,,,630.96,,,,6309.57,794.33,,158.49
CHEMBL2001239,,501.19,3981.07,,,6309.57,,,,,,,1995.26,,,,2511.89,,,3981.07,2511.89,,,,1995.26,7943.28,,,,1584.89,501.19,7943.28,,3981.07,,1995.26,,7943.28,,,,199.53,2511.89,,6309.57,,794.33,,,100,501.19,501.19,1584.89,,19.95,,1584.89,3162.28,6309.57,,1995.26,,,5011.87,,,,794.33,,,1258.93,3981.07,1995.26,3981.07,,3162.28,,1995.26,1000,,,,1000,3162.28,1584.89,,630.96,79.43,,,2511.89,,,,,,,7943.28,5011.87,,251.19,,,,,,1995.26,,,,,,,,,,100,,,,,,6309.57,,6309.57,,,,6309.57,7943.28,6309.57,,,,,,2511.89,,630.96,,,5011.87,3981.07,3981.07,,,,3162.28,1995.26,794.33,,,6309.57,,,,1584.89,,,,,794.33,,6309.57,,,,630.96,2511.89,,,1584.89
CHEMBL2001257,,1258.93,,,25.12,5011.87,,,,,,,,,3.981,2511.89,6309.57,,31.62,,3162.28,,50.12,,,,,,,,,,,,,,,,,251.19,100,,50.12,,1584.89,,,,1000,,,,1000,,,,199.53,,3981.07,,,199.53,,,,,125.89,794.33,251.19,,,,2511.89,,630.96,,,3162.28,31.62,251.19,1258.93,794.33,,7943.28,158.49,,,,,,1258.93,,,3162.28,,3981.07,,7943.28,,,,,,,,,1000,,,1000,,,,398.11,,,,,,501.19,2511.89,5011.87,19.95,,,316.23,,,,1258.93,3162.28,,,,,1000,,,,251.19,,10,,,50.12,,100,,398.11,,3981.07,794.33,39.81,,,,,1258.93,,,3.981,158.49,1000,,,,794.33,,1000,,,
CHEMBL2001477,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,316.23
CHEMBL2001485,,125.89,,,100,,,,,,,,,,2.512,,,,15.85,199.53,,,,,1258.93,,,,,,,,,,,,,,158.49,79.43,19.95,,100,,,,,,,,,,3.981,,,,316.23,,,,,100,,,,,,158.49,79.43,,,,,,158.49,,,,,25.12,,100,,,10000,25.12,19.95,,,,,63.1,,2511.89,,,,,,,,,199.53,,1584.89,,63.1,,,251.19,,,,3.981,,,,,,25.12,251.19,,39.81,,,794.33,,,,100,2511.89,,,,,501.19,,,630.96,,,,,,,,39.81,,398.11,794.33,,79.43,125.89,,,,,199.53,,,3.981,39.81,199.53,,6309.57,,79.43,,3981.07,,,
CHEMBL2001539,,39810.72,,,,,31622.78,10000,63095.73,,,50118.72,,,,6309.57,,,,,,,63095.73,,39810.72,100000,31622.78,,,,,31622.78,,,,,,,,15848.93,,,,,,,,,12589.25,12589.25,,,,3162.28,,63095.73,,,,1584.89,50118.72,31622.78,,,,,,,,,50118.72,,,,,25118.86,,,,,7943.28,,,,25118.86,,,,,,,,,,,,,,15848.93,,,,,,,,6309.57,,,,,,,15848.93,,,79432.82,,,,,,50118.72,10000,6309.57,,,,,,,,,6309.57,50.12,25118.86,,,,12589.25,,,,,,12589.25,,,1584.89,,,,,,,,,,5011.87,31622.78,,,,,63095.73,19952.62,,,,15848.93,,3162.28
CHEMBL2001547,,2511.89,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2001613,,19952.62,,31622.78,39810.72,,,1584.89,7943.28,,,31622.78,,,,5011.87,,19952.62,,,,31622.78,50118.72,,31622.78,15848.93,25118.86,25118.86,,,,,31622.78,,,12589.25,,,79432.82,,25118.86,,,,,,,,10000,3162.28,,,,7943.28,,7943.28,,,,25118.86,15848.93,7943.28,,,,,,31622.78,,,50118.72,,,,31622.78,7943.28,25118.86,,,,,,,3162.28,79432.82,,,,,,,19952.62,,,,,,,,,,,,,,39810.72,31622.78,,,12589.25,,31622.78,63095.73,79432.82,,,2511.89,,,39810.72,,,63095.73,15848.93,3162.28,,,,,,,,,3162.28,19952.62,31622.78,,,,15848.93,3981.07,19952.62,,,,19952.62,,,15848.93,,,,,,,,,6309.57,10000,19952.62,7943.28,,,,19952.62,5011.87,,,,19952.62,,1258.93
CHEMBL2001641,,39810.72,,39810.72,39810.72,,25118.86,5011.87,31622.78,,,63095.73,,,,15848.93,,,,,,39810.72,25118.86,,39810.72,6309.57,19952.62,31622.78,,,,,79432.82,,,6309.57,,,79432.82,,25118.86,,,,,,,,25118.86,50118.72,,,,1995.26,,79432.82,,,,19952.62,50118.72,25118.86,,,,,,,,,100000,,,,39810.72,10000,,,,,,,,15848.93,79432.82,,,,,,,79432.82,,,,,,,,,,,,,,12589.25,50118.72,,,39810.72,,,50118.72,50118.72,,,63095.73,,,,,,39810.72,19952.62,5011.87,,,,,,,,,1995.26,19952.62,50118.72,,,,63095.73,12589.25,31622.78,,,,25118.86,,,794.33,,,100000,,,,,,,15848.93,10000,79432.82,,,,12589.25,10000,,,,10000,,79.43
CHEMBL2001957,,7943.28,,,,,,,,,,,,,,,3981.07,,,,2511.89,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,1995.26,,,,,,,,,,199.53,,,,,,,,,,,,,,,3981.07,1000,,3981.07,,,6.31,,,794.33,5011.87,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,10,,,,,7943.28,,,,,,3162.28,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2002105,,79432.82,,39810.72,31622.78,,,15848.93,79432.82,,,,,,,10000,,,,,,,,,79432.82,31622.78,19952.62,10000,,,,,,,,39810.72,,,63095.73,,12589.25,,,,,,,,79432.82,,,,,19952.62,,39810.72,,,,,,25118.86,,,,,,,,,63095.73,,,,50118.72,25118.86,31622.78,,,,,,,31622.78,,,,,,,,,,,,,,,,,,,,,,,15848.93,,,,,39810.72,,,,,1000,,,79432.82,,,19952.62,39810.72,1000,,79432.82,,,,,,,12589.25,,19952.62,,,,79432.82,3162.28,1584.89,,,,25118.86,,,63095.73,,,,,,,,,31622.78,6309.57,19952.62,39810.72,,,,,15848.93,39810.72,,,39810.72,,2511.89
CHEMBL2002165,,100,10000,,3.162,2511.89,,,,,,,,,19.95,,,,25.12,31.62,3162.28,,3.981,,794.33,1995.26,,,,,5011.87,2511.89,,,,,,,,39.81,,794.33,199.53,,,,79.43,,501.19,2511.89,,1995.26,3.162,,1584.89,,125.89,,6309.57,,,1.995,,,,,,19.95,39.81,,1584.89,1995.26,5011.87,,31.62,,,1258.93,,10,1584.89,,2511.89,1584.89,630.96,630.96,12.59,,3162.28,,630.96,79.43,501.19,125.89,501.19,6309.57,,5011.87,,,,,50.12,,251.19,,125.89,,,12.59,,,,,,,,3981.07,,0.7943,1000,7943.28,5.012,,,100,,2511.89,,316.23,2511.89,,3981.07,,,158.49,,,1258.93,,,,,,,,,,316.23,19.95,1584.89,25.12,316.23,,,1000,,63.1,,,0.5012,79.43,199.53,,,,100,501.19,398.11,,,6309.57
CHEMBL2002240,,7943.28,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,501.19,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,5011.87
CHEMBL2002373,,1995.26,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,
CHEMBL2002456,,251.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,125.89,,,1584.89,,,,,2.512,,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,158.49,,12.59
CHEMBL2002480,,50118.72,,,100000,,,50118.72,63095.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25118.86,,,,,,,,50118.72,,,,,,,39810.72,,,,50118.72,,,,,,,,,,,25118.86,,,,,25118.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79432.82,,,,,,,,,,,,,,,,,39810.72,,,,,,,,,,31622.78,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15848.93
CHEMBL2002649,,50.12,,,,630.96,,1000,,,,,,,630.96,,,,25.12,31.62,,,,,1258.93,630.96,,501.19,,,794.33,,,,,125.89,,,,1000,199.53,1000,5011.87,,1995.26,,,,,,,79.43,1584.89,,794.33,,1995.26,50.12,,,3981.07,630.96,,,,,,,,,,,1584.89,,1258.93,,501.19,,,,1584.89,,794.33,,1995.26,398.11,1258.93,,1000,,630.96,125.89,,,,,,,5011.87,1995.26,,,,,,100,398.11,,,,,,,79.43,,,2511.89,3162.28,,,6309.57,,1000,,7.943,,,1000,501.19,1000,,,,,,,1584.89,,398.11,,,251.19,1995.26,,158.49,,398.11,,6309.57,,,,6309.57,316.23,,1258.93,,,,100,316.23,630.96,316.23,,158.49,501.19,125.89,,501.19,,,251.19
CHEMBL2002702,,199.53,,,19.95,2511.89,,,,,,,,,39.81,,3981.07,,1584.89,630.96,1995.26,,19.95,,158.49,398.11,,199.53,,,1000,,,,,,,,199.53,398.11,31.62,5011.87,125.89,,794.33,,794.33,,,5011.87,,125.89,1000,,79.43,,,,,,,501.19,,,,,,,,,,,630.96,,1258.93,1995.26,630.96,,,501.19,,398.11,1258.93,,,,100,,,,1995.26,251.19,,158.49,316.23,,,,,1000,,,1995.26,,,,1584.89,,,,,,,5.012,,,,316.23,,,,6309.57,100,,,,,1995.26,,1258.93,,,,,,,1995.26,,,,,39.81,1000,,501.19,,316.23,,5011.87,316.23,5011.87,794.33,,,,1995.26,,,,,19.95,1584.89,794.33,,,,501.19,,1584.89,,,398.11
CHEMBL2003229,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,630.96,,,5011.87,,,,,12.59,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,199.53,,,,,1258.93,100,,,,501.19,,12.59
CHEMBL2003286,,2511.89,,,,7943.28,,31.62,,,,,,,,,3162.28,,,,1995.26,,,,,251.19,,,,,3981.07,,,,,,,,,,,,6309.57,,,,,,,,,1000,,125.89,,,,,,,158.49,,,,,251.19,,,,3.981,,,6309.57,,,,,,,,,,,,,,,,630.96,,,,,,,,,,39.81,,,,,,,5011.87,,100,,,,,,,,,,1995.26,,,501.19,,,,,,,3981.07,,6309.57,3162.28,1584.89,,,,,,,,,,,,,,,,,,,,,1000,,125.89,,,,,,,,,,3981.07,,,,,,,100
CHEMBL2003341,,3981.07,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,158.49,1995.26,,,,,1000,,,,,,,,,,,,,,25.12,,,,,,,,,,,,,,,,,6309.57,,,,,158.49,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,3981.07,1000,,1584.89,,,,125.89,,,,,,,,,3162.28,,,,,251.19,,,,1995.26,,,,,,,,,,,,1000,,,,,199.53,,79.43
CHEMBL2003456,,1995.26,,,,,,,,,,,,,,,,,,5011.87,6309.57,,,,6309.57,,,,,,,,,,,,,,,1995.26,1000,6309.57,,,,,794.33,,,6309.57,,3981.07,,,,,,7943.28,,,7943.28,,,,,,,,,,,,5011.87,,,,,,,1258.93,,,,3162.28,,,1258.93,,,,3981.07,,,,,,,794.33,6309.57,,,,,,1584.89,2511.89,794.33,,,,,,,79.43,,,3981.07,,,,398.11,,3162.28,,6309.57,,,,,5011.87,,,,,,,,,,,,1584.89,,,794.33,,1258.93,,,630.96,,,,5011.87,,,,,,,,1258.93,,,2511.89,,,,3981.07,,,6309.57
CHEMBL2003637,,630.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.96,,,31.62,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,39.81,,,,,,,10
CHEMBL2003638,,501.19,6309.57,,,1995.26,,31.62,,,,,,,,,19.95,,501.19,,3.981,,199.53,,794.33,15.85,,199.53,,158.49,1584.89,,,251.19,,100,1000,501.19,,100,158.49,1584.89,316.23,,501.19,,,,158.49,794.33,,79.43,,50.12,19.95,,,,1000,794.33,,125.89,,316.23,,0.631,,,,6.31,1000,,501.19,3981.07,1584.89,251.19,,12.59,316.23,,199.53,,3162.28,,2511.89,,,501.19,31.62,,199.53,,,,,125.89,,6309.57,794.33,1258.93,,316.23,794.33,,,,316.23,125.89,,,,,,501.19,,7943.28,6309.57,1258.93,,,3981.07,2511.89,3981.07,,12.59,,,100,79.43,501.19,794.33,1995.26,,,199.53,,251.19,1995.26,,,,316.23,6309.57,1584.89,398.11,,,,,794.33,,398.11,501.19,10,1258.93,1258.93,3981.07,,1258.93,100,,3162.28,1000,3162.28,,125.89,,,,1258.93,199.53,
